topic_id,topic_name,metadata,property_id,equipment_id,unit,kind,dis
108517,Floor_02/DEV205012_VAV_02_05/NO NAME! PLEASE NAME THIS.,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV205012_VAV_02_05/NO NAME! PLEASE NAME THIS.
108910,Floor_02/DEV205013_VAV_02_06/ActHeatSP,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV205013_VAV_02_06/ActHeatSP
108909,Floor_02/DEV205013_VAV_02_06/CO2Setpoint,"{""units"": ""partsPerMillion"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,partsPerMillion,float,DEV205013_VAV_02_06/CO2Setpoint
108912,Floor_02/DEV205013_VAV_02_06/DischAirSP,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV205013_VAV_02_06/DischAirSP
108913,Floor_02/DEV205013_VAV_02_06/DuctInTemp,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV205013_VAV_02_06/DuctInTemp
108914,Floor_02/DEV205013_VAV_02_06/FanSpeed,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV205013_VAV_02_06/FanSpeed
108519,Floor_02/DEV205013_VAV_02_06/Heat3,"{""units"": ""UNKNOWN UNITS"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,UNKNOWN UNITS,float,DEV205013_VAV_02_06/Heat3
108518,Floor_02/DEV205013_VAV_02_06/PFanStartFlowSP,"{""units"": ""UNKNOWN UNITS"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,UNKNOWN UNITS,float,DEV205013_VAV_02_06/PFanStartFlowSP
108521,Floor_02/DEV205013_VAV_02_06/UNITOUCH CO2,"{""units"": ""UNKNOWN UNITS"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,UNKNOWN UNITS,float,DEV205013_VAV_02_06/UNITOUCH CO2
108522,Floor_02/DEV205013_VAV_02_06/UNITOUCH SpaceTemp,"{""units"": ""UNKNOWN UNITS"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,UNKNOWN UNITS,float,DEV205013_VAV_02_06/UNITOUCH SpaceTemp
108520,Floor_02/DEV205013_VAV_02_06/VAV Actuator Command,"{""units"": ""UNKNOWN UNITS"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,UNKNOWN UNITS,float,DEV205013_VAV_02_06/VAV Actuator Command
108915,Floor_02/DEV205013_VAV_02_06/VAV Actuator Position,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV205013_VAV_02_06/VAV Actuator Position
108911,Floor_02/DEV205013_VAV_02_06/WW Leaving Temp,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV205013_VAV_02_06/WW Leaving Temp
108523,Floor_02/DEV205015_AHU-02A/NO NAME! PLEASE NAME THIS.,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV205015_AHU-02A/NO NAME! PLEASE NAME THIS.
108916,Floor_02/DEV205016_AHU-02B/FanSpeedSetpoint,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV205016_AHU-02B/FanSpeedSetpoint
108526,Floor_02/DEV205016_AHU-02B/PlasmaIonizerAlarm,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV205016_AHU-02B/PlasmaIonizerAlarm
108917,Floor_02/DEV205016_AHU-02B/SAT,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV205016_AHU-02B/SAT
108525,Floor_02/DEV205016_AHU-02B/SupplyFanCMD 1,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV205016_AHU-02B/SupplyFanCMD 1
108524,Floor_02/DEV205016_AHU-02B/SupplyFanCMD 3,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV205016_AHU-02B/SupplyFanCMD 3
108527,Floor_02/DEV205016_AHU-02B/Unitouch SpaceTemp,"{""units"": ""UNKNOWN UNITS"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,UNKNOWN UNITS,float,DEV205016_AHU-02B/Unitouch SpaceTemp
108920,Floor_02/DEV205017_AHU-02C/CHWEnteringTemp,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV205017_AHU-02C/CHWEnteringTemp
108918,Floor_02/DEV205017_AHU-02C/FanSpeedSetpoint,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV205017_AHU-02C/FanSpeedSetpoint
108529,Floor_02/DEV205017_AHU-02C/SupplyFanCMD 2,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV205017_AHU-02C/SupplyFanCMD 2
108528,Floor_02/DEV205017_AHU-02C/SupplyFanCMD 5,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV205017_AHU-02C/SupplyFanCMD 5
108919,Floor_02/DEV205017_AHU-02C/SupplyFanSpeedCMD,"{""units"": ""noUnits"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,noUnits,float,DEV205017_AHU-02C/SupplyFanSpeedCMD
108530,Floor_02/DEV205017_AHU-02C/ValveAlarmAnalogBuffer,"{""units"": ""UNKNOWN UNITS"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,UNKNOWN UNITS,float,DEV205017_AHU-02C/ValveAlarmAnalogBuffer
108539,Floor_02/DEV36229_AHU_2_01/CHWR_CONTROL_VALVE_CMD,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36229_AHU_2_01/CHWR_CONTROL_VALVE_CMD
108511,Floor_02/DEV36229_AHU_2_01/CHWR_CONTROL_VALVE_POS,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36229_AHU_2_01/CHWR_CONTROL_VALVE_POS
108507,Floor_02/DEV36229_AHU_2_01/ComSensor 1 CO2,"{""units"": ""partsPerMillion"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,partsPerMillion,float,DEV36229_AHU_2_01/ComSensor 1 CO2
108508,Floor_02/DEV36229_AHU_2_01/ComSensor 1 Humidity,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36229_AHU_2_01/ComSensor 1 Humidity
108509,Floor_02/DEV36229_AHU_2_01/ComSensor 1 SpaceTemp,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36229_AHU_2_01/ComSensor 1 SpaceTemp
108533,Floor_02/DEV36229_AHU_2_01/CONDENSATE_OVERFLOW,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36229_AHU_2_01/CONDENSATE_OVERFLOW
108512,Floor_02/DEV36229_AHU_2_01/DUCT_STATIC_PRESSURE,"{""units"": ""inchesOfWater"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,inchesOfWater,float,DEV36229_AHU_2_01/DUCT_STATIC_PRESSURE
108535,Floor_02/DEV36229_AHU_2_01/HIGH_STATIC_PRESSURE_SWITCH,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36229_AHU_2_01/HIGH_STATIC_PRESSURE_SWITCH
108534,Floor_02/DEV36229_AHU_2_01/LOW_STATIC_PRESSURE_SWITCH,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36229_AHU_2_01/LOW_STATIC_PRESSURE_SWITCH
108513,Floor_02/DEV36229_AHU_2_01/RETURN_AIR_CO2,"{""units"": ""partsPerMillion"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,partsPerMillion,float,DEV36229_AHU_2_01/RETURN_AIR_CO2
108515,Floor_02/DEV36229_AHU_2_01/RETURN_AIR_TEMP,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36229_AHU_2_01/RETURN_AIR_TEMP
108536,Floor_02/DEV36229_AHU_2_01/STATIC_PRESSURE_STPT,"{""units"": ""inchesOfWater"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,inchesOfWater,float,DEV36229_AHU_2_01/STATIC_PRESSURE_STPT
108537,Floor_02/DEV36229_AHU_2_01/SUPPLY_AIR_STPT,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36229_AHU_2_01/SUPPLY_AIR_STPT
108514,Floor_02/DEV36229_AHU_2_01/SUPPLY_AIR_TEMP,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36229_AHU_2_01/SUPPLY_AIR_TEMP
108531,Floor_02/DEV36229_AHU_2_01/SUPPLY_FAN_CMD,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36229_AHU_2_01/SUPPLY_FAN_CMD
108540,Floor_02/DEV36229_AHU_2_01/SUPPLY_FAN_SPEED,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36229_AHU_2_01/SUPPLY_FAN_SPEED
108532,Floor_02/DEV36229_AHU_2_01/SUPPLY_FAN_STATUS,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36229_AHU_2_01/SUPPLY_FAN_STATUS
108538,Floor_02/DEV36229_AHU_2_01/WWR_CONTROL_VALVE_CMD,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36229_AHU_2_01/WWR_CONTROL_VALVE_CMD
108510,Floor_02/DEV36229_AHU_2_01/WWR_CONTROL_VALVE_POS,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36229_AHU_2_01/WWR_CONTROL_VALVE_POS
108479,Floor_02/DEV36230_AHU_2_02/CHWR_CONTROL_VALVE_CMD,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36230_AHU_2_02/CHWR_CONTROL_VALVE_CMD
108484,Floor_02/DEV36230_AHU_2_02/CHWR_CONTROL_VALVE_POS,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36230_AHU_2_02/CHWR_CONTROL_VALVE_POS
108481,Floor_02/DEV36230_AHU_2_02/ComSensor 1 CO2,"{""units"": ""partsPerMillion"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,partsPerMillion,float,DEV36230_AHU_2_02/ComSensor 1 CO2
108482,Floor_02/DEV36230_AHU_2_02/ComSensor 1 Humidity,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36230_AHU_2_02/ComSensor 1 Humidity
108483,Floor_02/DEV36230_AHU_2_02/ComSensor 1 SpaceTemp,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36230_AHU_2_02/ComSensor 1 SpaceTemp
108474,Floor_02/DEV36230_AHU_2_02/CONDENSATE_OVERFLOW,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36230_AHU_2_02/CONDENSATE_OVERFLOW
108485,Floor_02/DEV36230_AHU_2_02/DUCT_STATIC_PRESSURE,"{""units"": ""inchesOfWater"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,inchesOfWater,float,DEV36230_AHU_2_02/DUCT_STATIC_PRESSURE
108476,Floor_02/DEV36230_AHU_2_02/HIGH_STATIC_PRESSURE_SWITCH,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36230_AHU_2_02/HIGH_STATIC_PRESSURE_SWITCH
108475,Floor_02/DEV36230_AHU_2_02/LOW_STATIC_PRESSURE_SWITCH,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36230_AHU_2_02/LOW_STATIC_PRESSURE_SWITCH
108486,Floor_02/DEV36230_AHU_2_02/RETURN_AIR_CO2,"{""units"": ""partsPerMillion"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,partsPerMillion,float,DEV36230_AHU_2_02/RETURN_AIR_CO2
108488,Floor_02/DEV36230_AHU_2_02/RETURN_AIR_TEMP,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36230_AHU_2_02/RETURN_AIR_TEMP
108477,Floor_02/DEV36230_AHU_2_02/STATIC_PRESSURE_STPT,"{""units"": ""inchesOfWater"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,inchesOfWater,float,DEV36230_AHU_2_02/STATIC_PRESSURE_STPT
108478,Floor_02/DEV36230_AHU_2_02/SUPPLY_AIR_STPT,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36230_AHU_2_02/SUPPLY_AIR_STPT
108487,Floor_02/DEV36230_AHU_2_02/SUPPLY_AIR_TEMP,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36230_AHU_2_02/SUPPLY_AIR_TEMP
108472,Floor_02/DEV36230_AHU_2_02/SUPPLY_FAN_CMD,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36230_AHU_2_02/SUPPLY_FAN_CMD
108480,Floor_02/DEV36230_AHU_2_02/SUPPLY_FAN_SPEED,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36230_AHU_2_02/SUPPLY_FAN_SPEED
108473,Floor_02/DEV36230_AHU_2_02/SUPPLY_FAN_STATUS,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36230_AHU_2_02/SUPPLY_FAN_STATUS
108496,Floor_02/DEV36231_AHU_2_03/ACT_COOL_STPT,"{""units"": ""noUnits"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,noUnits,float,DEV36231_AHU_2_03/ACT_COOL_STPT
108495,Floor_02/DEV36231_AHU_2_03/ACT_HEAT_STPT,"{""units"": ""noUnits"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,noUnits,float,DEV36231_AHU_2_03/ACT_HEAT_STPT
108542,Floor_02/DEV36231_AHU_2_03/CHWR_CONTROL_VALVE_CMD,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36231_AHU_2_03/CHWR_CONTROL_VALVE_CMD
108549,Floor_02/DEV36231_AHU_2_03/CHWR_CONTROL_VALVE_POS,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36231_AHU_2_03/CHWR_CONTROL_VALVE_POS
108497,Floor_02/DEV36231_AHU_2_03/CO2,"{""units"": ""partsPerMillion"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,partsPerMillion,float,DEV36231_AHU_2_03/CO2
108544,Floor_02/DEV36231_AHU_2_03/ComSensor 1 CO2,"{""units"": ""partsPerMillion"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,partsPerMillion,float,DEV36231_AHU_2_03/ComSensor 1 CO2
108545,Floor_02/DEV36231_AHU_2_03/ComSensor 1 Humidity,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36231_AHU_2_03/ComSensor 1 Humidity
108546,Floor_02/DEV36231_AHU_2_03/ComSensor 1 SpaceTemp,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36231_AHU_2_03/ComSensor 1 SpaceTemp
108491,Floor_02/DEV36231_AHU_2_03/CONDENSATE_OVERFLOW,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36231_AHU_2_03/CONDENSATE_OVERFLOW
108550,Floor_02/DEV36231_AHU_2_03/DUCT_STATIC_PRESSURE,"{""units"": ""inchesOfWater"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,inchesOfWater,float,DEV36231_AHU_2_03/DUCT_STATIC_PRESSURE
108493,Floor_02/DEV36231_AHU_2_03/HIGH_STATIC_PRESSURE_SWITCH,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36231_AHU_2_03/HIGH_STATIC_PRESSURE_SWITCH
108498,Floor_02/DEV36231_AHU_2_03/HUMIDITY,"{""units"": ""percentRelativeHumidity"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percentRelativeHumidity,float,DEV36231_AHU_2_03/HUMIDITY
108492,Floor_02/DEV36231_AHU_2_03/LOW_STATIC_PRESSURE_SWITCH,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36231_AHU_2_03/LOW_STATIC_PRESSURE_SWITCH
108551,Floor_02/DEV36231_AHU_2_03/RETURN_AIR_CO2,"{""units"": ""partsPerMillion"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,partsPerMillion,float,DEV36231_AHU_2_03/RETURN_AIR_CO2
108553,Floor_02/DEV36231_AHU_2_03/RETURN_AIR_TEMP,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36231_AHU_2_03/RETURN_AIR_TEMP
108499,Floor_02/DEV36231_AHU_2_03/SPACE_TEMPERATURE,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36231_AHU_2_03/SPACE_TEMPERATURE
108494,Floor_02/DEV36231_AHU_2_03/STATIC_PRESSURE_STPT,"{""units"": ""inchesOfWater"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,inchesOfWater,float,DEV36231_AHU_2_03/STATIC_PRESSURE_STPT
108552,Floor_02/DEV36231_AHU_2_03/SUPPLY_AIR_TEMP,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36231_AHU_2_03/SUPPLY_AIR_TEMP
108489,Floor_02/DEV36231_AHU_2_03/SUPPLY_FAN_ENABLE,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36231_AHU_2_03/SUPPLY_FAN_ENABLE
108543,Floor_02/DEV36231_AHU_2_03/SUPPLY_FAN_SPEED,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36231_AHU_2_03/SUPPLY_FAN_SPEED
108490,Floor_02/DEV36231_AHU_2_03/SUPPLY_FAN_STATUS,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36231_AHU_2_03/SUPPLY_FAN_STATUS
108541,Floor_02/DEV36231_AHU_2_03/WWR_CONTROL_VALVE_CMD,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36231_AHU_2_03/WWR_CONTROL_VALVE_CMD
108548,Floor_02/DEV36231_AHU_2_03/WWR_CONTROL_VALVE_POS,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36231_AHU_2_03/WWR_CONTROL_VALVE_POS
108547,Floor_02/DEV36231_AHU_2_03/ZONE_TEMP,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36231_AHU_2_03/ZONE_TEMP
108566,Floor_02/DEV36232_FCU_PM_2_01/ACT_COOL_STPT,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36232_FCU_PM_2_01/ACT_COOL_STPT
108565,Floor_02/DEV36232_FCU_PM_2_01/ACT_HEAT_STPT,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36232_FCU_PM_2_01/ACT_HEAT_STPT
108572,Floor_02/DEV36232_FCU_PM_2_01/Analog Output 105,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36232_FCU_PM_2_01/Analog Output 105
108571,Floor_02/DEV36232_FCU_PM_2_01/Analog Output 106,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36232_FCU_PM_2_01/Analog Output 106
108569,Floor_02/DEV36232_FCU_PM_2_01/CHWR_VALVE_CMD,"{""units"": ""noUnits"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,noUnits,float,DEV36232_FCU_PM_2_01/CHWR_VALVE_CMD
108574,Floor_02/DEV36232_FCU_PM_2_01/CHWR_VALVE_POS,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36232_FCU_PM_2_01/CHWR_VALVE_POS
108554,Floor_02/DEV36232_FCU_PM_2_01/CHWS_ISO_VALVE_CMD,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36232_FCU_PM_2_01/CHWS_ISO_VALVE_CMD
108573,Floor_02/DEV36232_FCU_PM_2_01/CHWS_ISO_VALVE_POS,"{""units"": ""percent"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percent,float,DEV36232_FCU_PM_2_01/CHWS_ISO_VALVE_POS
108557,Floor_02/DEV36232_FCU_PM_2_01/COND_OVERFLOW_ALARM,"{""units"": ""Enum"", ""type"": ""boolean"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,Enum,boolean,DEV36232_FCU_PM_2_01/COND_OVERFLOW_ALARM
108578,Floor_02/DEV36232_FCU_PM_2_01/DAT,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36232_FCU_PM_2_01/DAT
108567,Floor_02/DEV36232_FCU_PM_2_01/HUMIDITY,"{""units"": ""percentRelativeHumidity"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,percentRelativeHumidity,float,DEV36232_FCU_PM_2_01/HUMIDITY
108577,Floor_02/DEV36232_FCU_PM_2_01/MAT,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36232_FCU_PM_2_01/MAT
108563,Floor_02/DEV36232_FCU_PM_2_01/MORNING_COOLDOWN_DB,"{""units"": ""deltaDegreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,deltaDegreesFahrenheit,float,DEV36232_FCU_PM_2_01/MORNING_COOLDOWN_DB
108562,Floor_02/DEV36232_FCU_PM_2_01/MORNING_COOLDOWN_TARGET_STPT,"{""units"": ""degreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,degreesFahrenheit,float,DEV36232_FCU_PM_2_01/MORNING_COOLDOWN_TARGET_STPT
108561,Floor_02/DEV36232_FCU_PM_2_01/MORNING_WARMUP_DB,"{""units"": ""deltaDegreesFahrenheit"", ""type"": ""float"", ""tz"": """"}",b470b97b-4ea7-481c-97b7-22a81a219587,,deltaDegreesFahrenheit,float,DEV36232_FCU_PM_2_01/MORNING_WARMUP_DB
